"";"typ";"label";"conc"
"1932";"SFG";"sun flower seed(gr)";12,8390217
"1933";"SFG";"sun flower seed(gr)";13,8132582
"1934";"TTS";"soya meal";53,2879829
"1935";"CNG";"corn gluten";64,8850784
"1936";"CLZ";"rapeseed(ung)";15,3999996
"1937";"EHH";"grass silage";11,3799992
"1938";"FRG";"wheat (ung)";13,1000004
"1939";"PEE";"maïs wp";7,1700001
"1940";"SFG";"sun flower seed(gr)";18,1338234
"1941";"EHH";"grass silage";8,8000002
"1942";"FFS";"full fat soya";38,6385727
"1943";"MPW";"milk powder & whey";27,0527859
"1944";"CNG";"corn gluten";73,2835617
"1945";"CNG";"corn gluten";69,9349747
"1946";"CLZ";"rapeseed(ung)";24,5499992
"1947";"PEE";"maïs wp";8,29
"1948";"FFS";"full fat soya";39,4247932
"1949";"ANF";"animal feed";56,7878113
"1950";"TTS";"soya meal";50,9736519
"1951";"TTS";"soya meal";54,420208
"1952";"ANF";"animal feed";56,447464
"1953";"CNG";"corn gluten";68,3338699
"1954";"FRG";"wheat (ung)";12,46
"1955";"CLZ";"rapeseed(ung)";19,2999992
"1956";"CLZ";"rapeseed(ung)";22,6299992
"1957";"EHH";"grass silage";15,25
"1958";"PEE";"maïs wp";7,9699998
"1959";"MPW";"milk powder & whey";37,629097
"1960";"EHH";"grass silage";23
"1961";"EHH";"grass silage";15,160017
"1962";"ANF";"animal feed";50,8198814
"1963";"FRG";"wheat (ung)";13,3999996
"1964";"SFG";"sun flower seed(gr)";15,7514687
"1965";"CLZ";"rapeseed(ung)";32,6699982
"1966";"CLZ";"rapeseed(ung)";17,2600002
"1967";"TTS";"soya meal";53,8547478
"1968";"SFG";"sun flower seed(gr)";20,7704849
"1969";"TTS";"soya meal";53,1356926
"1970";"FFS";"full fat soya";41,6599274
"1972";"FRG";"wheat (ung)";11,8999996
"1973";"FRG";"wheat (ung)";13,0141325
"1974";"ANF";"animal feed";53,618576
"1975";"CLZ";"rapeseed(ung)";29,0900002
"1977";"SFG";"sun flower seed(gr)";11,1291924
"1978";"ANF";"animal feed";51,3647041
"1979";"CLZ";"rapeseed(ung)";27,4200001
"1980";"EHH";"grass silage";19,5
"1981";"SFG";"sun flower seed(gr)";15,0879669
"1982";"EHH";"grass silage";14,6400003
"1983";"FFS";"full fat soya";39,9640274
"1984";"FRG";"wheat (ung)";10,6800003
"1985";"MPW";"milk powder & whey";21,3988819
"1986";"PEE";"maïs wp";6,6300001
"1987";"TTS";"soya meal";50,0559883
"1988";"MPW";"milk powder & whey";3,0606437
"1989";"PEE";"maïs wp";8,2700005
"1990";"FFS";"full fat soya";41,0138817
"1991";"PEE";"maïs wp";7,5500002
"1992";"PEE";"maïs wp";6,1199999
"1993";"FFS";"full fat soya";35,9438286
"1994";"TTS";"soya meal";53,9237671
"1995";"TTS";"soya meal";52,691864
"1996";"TTS";"soya meal";51,6091957
"1997";"FRG";"wheat (ung)";10,6999998
"1998";"ANF";"animal feed";52,4650726
"1999";"TTS";"soya meal";50,7455788
"2000";"CLZ";"rapeseed(ung)";21,7099991
"2001";"TTS";"soya meal";53,2497177
"2002";"CNG";"corn gluten";70,6925125
"2003";"PEE";"maïs wp";9,0600004
"2004";"ANF";"animal feed";58,7495613
"2005";"FFS";"full fat soya";40,1883507
"2007";"ANF";"animal feed";53,5689507
"2008";"TTS";"soya meal";51,9450798
"2009";"FFS";"full fat soya";39,1262169
"2010";"TTS";"soya meal";51,5909081
"2011";"ANF";"animal feed";51,0921059
"2012";"ANF";"animal feed";50,2394142
"2013";"ANF";"animal feed";54,4585381
"2014";"EHH";"grass silage";17,5
"2015";"CLZ";"rapeseed(ung)";20,8999996
"2016";"CLZ";"rapeseed(ung)";20,8700008
"2017";"SFG";"sun flower seed(gr)";16,9721565
"2018";"CLZ";"rapeseed(ung)";16,7299995
"2019";"PEE";"maïs wp";5,0700002
"2020";"FFS";"full fat soya";39,8065529
"2021";"CNG";"corn gluten";69,3374252
"2023";"PEE";"maïs wp";6,8899999
"2024";"FRG";"wheat (ung)";13,4499998
"2025";"FRG";"wheat (ung)";11,3000002
"2026";"EHH";"grass silage";17,4400005
"2027";"TTS";"soya meal";51,3574638
"2028";"ANF";"animal feed";50,2321701
"2030";"EHH";"grass silage";24,7700005
"2031";"TTS";"soya meal";55,3530731
"2032";"TTS";"soya meal";54,3624153
"2033";"MPW";"milk powder & whey";38,4199524
"2034";"CNG";"corn gluten";64,7721634
"2035";"FFS";"full fat soya";39,9316177
"2036";"TTS";"soya meal";55,5172424
"2037";"TTS";"soya meal";51,5185585
"2038";"CLZ";"rapeseed(ung)";20,2699986
"2039";"FFS";"full fat soya";40,6926689
"2040";"CLZ";"rapeseed(ung)";20,1000004
"2041";"PEE";"maïs wp";7,3600001
"2042";"CNG";"corn gluten";73,2378922
"2043";"SFG";"sun flower seed(gr)";16,3345299
"2044";"FFS";"full fat soya";39,8057137
"2045";"SFG";"sun flower seed(gr)";12,3577032
"2046";"MPW";"milk powder & whey";38,443634
"2047";"TTS";"soya meal";52,5195961
"2048";"EHH";"grass silage";11,8400002
"2049";"SFG";"sun flower seed(gr)";18,5889874
"2050";"ANF";"animal feed";50,3548698
"2051";"EHH";"grass silage";11,0326996
"2053";"TTS";"soya meal";53,8638992
"2054";"FFS";"full fat soya";45,1608658
"2055";"PEE";"maïs wp";6,4799995
"2057";"FFS";"full fat soya";40,263382
"2058";"MPW";"milk powder & whey";26,9115028
"2059";"MPW";"milk powder & whey";25,369339
"2060";"ANF";"animal feed";50,2580452
"2061";"CLZ";"rapeseed(ung)";21,5628109
"2062";"FRG";"wheat (ung)";12,0500002
"2063";"FFS";"full fat soya";41,9831619
"2064";"TTS";"soya meal";50,4027596
"2065";"CLZ";"rapeseed(ung)";19,7999992
"2066";"PEE";"maïs wp";6,8529582
"2067";"FFS";"full fat soya";38,7096062
"2068";"FRG";"wheat (ung)";12,8830004
"2069";"EHH";"grass silage";25,9099998
"2070";"TTS";"soya meal";52,4022331
"2071";"MPW";"milk powder & whey";26,9908028
"2072";"FRG";"wheat (ung)";12,1999998
"2073";"FRG";"wheat (ung)";11,7866669
"2074";"CLZ";"rapeseed(ung)";17,1844006
"2075";"FFS";"full fat soya";40,4679184
"2076";"EHH";"grass silage";19,6199989
"2077";"FFS";"full fat soya";41,8407631
"2078";"TTS";"soya meal";54,6275406
"2079";"ANF";"animal feed";59,0794296
"2080";"PEE";"maïs wp";8,4300003
"2081";"FFS";"full fat soya";36,3851166
"2082";"TTS";"soya meal";52,8748627
"2083";"CNG";"corn gluten";71,3479996
"2084";"CLZ";"rapeseed(ung)";24,1800003
"2085";"FFS";"full fat soya";46,76091
"2086";"FRG";"wheat (ung)";11,6999998
"2087";"ANF";"animal feed";55,1436653
"2088";"MPW";"milk powder & whey";12,5295458
"2089";"FFS";"full fat soya";37,8162766
"2090";"FFS";"full fat soya";40,5813522
"2091";"CLZ";"rapeseed(ung)";23,2000008
"2092";"SFG";"sun flower seed(gr)";14,7160091
"2093";"CNG";"corn gluten";70,7184296
"2094";"SFG";"sun flower seed(gr)";18,807291
"2096";"EHH";"grass silage";15,6400003
"2097";"FRG";"wheat (ung)";12
"2098";"CNG";"corn gluten";67,8756104
"2099";"CNG";"corn gluten";71,0652161
"2100";"MPW";"milk powder & whey";13,2336206
"2101";"MPW";"milk powder & whey";12,8119335
"2102";"MPW";"milk powder & whey";38,4740677
"2103";"MPW";"milk powder & whey";12,2707958
"2104";"MPW";"milk powder & whey";38,8935089
"2107";"PEE";"maïs wp";7,2199998
"2111";"SFG";"sun flower seed(gr)";16,3313656
"2112";"FFS";"full fat soya";41,4497414
"2113";"EHH";"grass silage";17,9815998
"2114";"CLZ";"rapeseed(ung)";24,1299992
"2115";"FRG";"wheat (ung)";13,9200001
"2117";"MPW";"milk powder & whey";38,8413773
"2118";"CLZ";"rapeseed(ung)";18,4665489
"2120";"MPW";"milk powder & whey";26,7148285
"2121";"EHH";"grass silage";18,2999992
"2122";"EHH";"grass silage";27,5499992
"2123";"CLZ";"rapeseed(ung)";18,2999992
"2124";"TTS";"soya meal";54,5454521
"2125";"EHH";"grass silage";9,3579998
"2126";"FFS";"full fat soya";39,0106964
"2127";"FRG";"wheat (ung)";10,0299997
"2128";"MPW";"milk powder & whey";8,4704723
"2129";"CLZ";"rapeseed(ung)";20,9300003
"2130";"PEE";"maïs wp";9,3099995
"2131";"ANF";"animal feed";51,3645439
"2132";"TTS";"soya meal";55,8991966
"2133";"ANF";"animal feed";48,0081329
"2134";"CLZ";"rapeseed(ung)";19,3899994
"2135";"FRG";"wheat (ung)";13,1000004
"2136";"EHH";"grass silage";25,56917
"2137";"PEE";"maïs wp";7,5999999
"2138";"TTS";"soya meal";50,9626274
"2139";"PEE";"maïs wp";7,6500001
"2140";"MPW";"milk powder & whey";13,2572613
"2141";"CNG";"corn gluten";70,1634903
"2142";"EHH";"grass silage";9,4499998
"2143";"EHH";"grass silage";17,7700005
"2144";"FRG";"wheat (ung)";11,8000002
"2145";"SFG";"sun flower seed(gr)";11,5496359
"2146";"FFS";"full fat soya";40,5664825
"2147";"ANF";"animal feed";50,6912575
"2148";"TTS";"soya meal";53,1718597
"2149";"CNG";"corn gluten";74,6491699
"2150";"MPW";"milk powder & whey";24,2254581
"2151";"MPW";"milk powder & whey";12,6050978
"2152";"FFS";"full fat soya";40,7518921
"2153";"ANF";"animal feed";51,318325
"2154";"TTS";"soya meal";54,2045441
"2155";"ANF";"animal feed";52,380043
"2156";"FRG";"wheat (ung)";13,71
"2157";"TTS";"soya meal";56,3573875
"2158";"TTS";"soya meal";51,5535088
"2159";"CNG";"corn gluten";73,2825851
"2160";"CNG";"corn gluten";64,2928391
"2162";"SFG";"sun flower seed(gr)";14,5078783
"2163";"MPW";"milk powder & whey";26,8672848
"2164";"CNG";"corn gluten";65,7647629
"2165";"FRG";"wheat (ung)";12,8000002
"2166";"PEE";"maïs wp";8,5200005
"2167";"FRG";"wheat (ung)";12,5699997
"2168";"FFS";"full fat soya";39,2939949
"2169";"TTS";"soya meal";51,3574638
"2170";"CNG";"corn gluten";70,3123322
"2171";"ANF";"animal feed";52,4297829
"2172";"TTS";"soya meal";51,8644066
"2174";"CLZ";"rapeseed(ung)";25,3199997
"2175";"FFS";"full fat soya";40,1664505
"2176";"PEE";"maïs wp";6,3600001
"2177";"PEE";"maïs wp";7,29
"2178";"CLZ";"rapeseed(ung)";17,9699993
"2179";"CNG";"corn gluten";69,9318008
"2180";"MPW";"milk powder & whey";34,7563782
"2181";"PEE";"maïs wp";6,4099998
"2182";"TTS";"soya meal";51,25
"2183";"FFS";"full fat soya";38,9340134
"2184";"CLZ";"rapeseed(ung)";24,1599979
"2185";"PEE";"maïs wp";8,4700003
"2186";"EHH";"grass silage";9,4899998
"2187";"FFS";"full fat soya";40,7154083
"2188";"CNG";"corn gluten";67,3076859
"2189";"FFS";"full fat soya";40,6713371
"2190";"TTS";"soya meal";52,2522507
"2191";"CNG";"corn gluten";66,3657074
"2192";"EHH";"grass silage";19,7600002
"2194";"PEE";"maïs wp";7,27
"2195";"PEE";"maïs wp";8,0145121
"2196";"ANF";"animal feed";47,8924294
"2197";"FRG";"wheat (ung)";11,9499998
"2198";"TTS";"soya meal";57,8340988
"2199";"PEE";"maïs wp";9,1599998
"2200";"CLZ";"rapeseed(ung)";22,8400002
"2202";"SFG";"sun flower seed(gr)";17,5525074
"2203";"CNG";"corn gluten";69,8253708
"2204";"CNG";"corn gluten";65,7377701
"2205";"FFS";"full fat soya";40,1483116
"2206";"CLZ";"rapeseed(ung)";23,289999
"2207";"CLZ";"rapeseed(ung)";18,1000004
"2208";"FRG";"wheat (ung)";11,1000004
"2209";"ANF";"animal feed";56,1791
"2210";"ANF";"animal feed";50,0123825
"2212";"PEE";"maïs wp";7,6799998
"2213";"SFG";"sun flower seed(gr)";16,4673691
"2214";"ANF";"animal feed";52,9664001
"2215";"MPW";"milk powder & whey";38,3338699
"2216";"CNG";"corn gluten";65,3863983
"2217";"TTS";"soya meal";54,838707
"2218";"TTS";"soya meal";55,4545441
"2219";"PEE";"maïs wp";6,9099998
"2220";"TTS";"soya meal";53,1561432
"2221";"CLZ";"rapeseed(ung)";23,9699993
"2222";"FRG";"wheat (ung)";13,8000002
"2223";"ANF";"animal feed";51,1923752
"2224";"PEE";"maïs wp";8,2799997
"2225";"TTS";"soya meal";49,1657372
"2226";"MPW";"milk powder & whey";23,3996124
"2227";"TTS";"soya meal";54,0632057
"2228";"EHH";"grass silage";12,5
"2229";"FFS";"full fat soya";39,5379372
"2230";"TTS";"soya meal";54,2141228
"2231";"CLZ";"rapeseed(ung)";23,8999996
"2232";"PEE";"maïs wp";7,52
"2233";"EHH";"grass silage";12,7399998
"2234";"FRG";"wheat (ung)";11,7700005
"2235";"TTS";"soya meal";53,7844048
"2236";"CLZ";"rapeseed(ung)";21,5300007
"2237";"FRG";"wheat (ung)";9,3599997
"2239";"ANF";"animal feed";53,1976967
"2240";"MPW";"milk powder & whey";36,431675
"2241";"FFS";"full fat soya";38,7723351
"2242";"PEE";"maïs wp";7,4242196
"2244";"FRG";"wheat (ung)";11,7399998
"2245";"ANF";"animal feed";54,1206169
"2246";"ANF";"animal feed";49,9021721
"2247";"CNG";"corn gluten";70,0502243
"2248";"FFS";"full fat soya";40,5200195
"2249";"ANF";"animal feed";51,5877914
"2250";"TTS";"soya meal";53,9210396
"2251";"CNG";"corn gluten";67,5663605
"2252";"TTS";"soya meal";54,0632057
"2253";"CLZ";"rapeseed(ung)";22,1199989
"2254";"CNG";"corn gluten";69,0263062
"2255";"PEE";"maïs wp";6,8099999
"2256";"FFS";"full fat soya";41,2309151
"2257";"MPW";"milk powder & whey";38,8455048
"2258";"FRG";"wheat (ung)";11,21
"2259";"TTS";"soya meal";52,3755646
"2260";"FRG";"wheat (ung)";11,4799995
"2261";"FRG";"wheat (ung)";11,5
"2262";"MPW";"milk powder & whey";28,1681881
"2263";"ANF";"animal feed";57,7143478
"2264";"FRG";"wheat (ung)";11,8100004
"2265";"FRG";"wheat (ung)";12,7619333
"2266";"CLZ";"rapeseed(ung)";20,7399998
"2267";"FFS";"full fat soya";41,774334
"2269";"EHH";"grass silage";12,5600004
"2270";"FRG";"wheat (ung)";14,6999998
"2271";"FRG";"wheat (ung)";9,8599997
"2272";"FRG";"wheat (ung)";11,7799997
"2273";"FRG";"wheat (ung)";11,75
"2274";"PEE";"maïs wp";7,3199997
"2275";"EHH";"grass silage";27,0299988
"2276";"MPW";"milk powder & whey";22,4002762
"2277";"MPW";"milk powder & whey";12,3369226
"2278";"CNG";"corn gluten";68,1204224
"2279";"SFG";"sun flower seed(gr)";14,7950392
"2280";"CNG";"corn gluten";70,7535172
"2281";"FFS";"full fat soya";40,786293
"2282";"TTS";"soya meal";53,0337067
"2283";"ANF";"animal feed";49,4720688
"2284";"TTS";"soya meal";55,0741196
"2286";"CLZ";"rapeseed(ung)";19,0657768
"2287";"CNG";"corn gluten";63,5586929
"2289";"FRG";"wheat (ung)";11,5799999
"2290";"TTS";"soya meal";55,3551331
"2291";"CLZ";"rapeseed(ung)";20,4500008
"2292";"SFG";"sun flower seed(gr)";21,6381626
"2293";"FFS";"full fat soya";41,7430496
"2294";"EHH";"grass silage";19,1599998
"2296";"CLZ";"rapeseed(ung)";23,4699993
"2297";"MPW";"milk powder & whey";24,5795174
"2298";"CLZ";"rapeseed(ung)";20,4599991
"2299";"EHH";"grass silage";10,6000004
"2300";"EHH";"grass silage";15,1999998
"2301";"PEE";"maïs wp";7,98
"2302";"CLZ";"rapeseed(ung)";20,0900002
"2303";"EHH";"grass silage";13,2700005
"2304";"PEE";"maïs wp";8,04
"2305";"CLZ";"rapeseed(ung)";19,7999992
"2306";"MPW";"milk powder & whey";35,8550491
"2307";"FFS";"full fat soya";40,449852
"2308";"ANF";"animal feed";49,8935699
"2309";"EHH";"grass silage";12,21
"2311";"CNG";"corn gluten";70,5584106
"2312";"ANF";"animal feed";51,3804512
"2313";"TTS";"soya meal";50,0126724
"2314";"PEE";"maïs wp";7,6599998
"2315";"TTS";"soya meal";55,0574722
"2316";"EHH";"grass silage";17,1599998
"2317";"TTS";"soya meal";51,477272
"2318";"PEE";"maïs wp";7,5599999
"2319";"SFG";"sun flower seed(gr)";19,6729336
"2320";"TTS";"soya meal";54,8794518
"2321";"PEE";"maïs wp";7,0500002
"2322";"SFG";"sun flower seed(gr)";17,0520897
"2324";"MPW";"milk powder & whey";13,1542482
"2326";"PEE";"maïs wp";7,4200001
"2327";"CNG";"corn gluten";74,7050323
"2328";"PEE";"maïs wp";7,9000001
"2330";"EHH";"grass silage";11,3000002
"2331";"ANF";"animal feed";54,5578918
"2332";"PEE";"maïs wp";8,1999998
"2333";"TTS";"soya meal";56,2068977
"2334";"FRG";"wheat (ung)";7,0100002
"2335";"CNG";"corn gluten";68,2492142
"2336";"EHH";"grass silage";13,21
"2337";"PEE";"maïs wp";6,8379841
"2338";"CLZ";"rapeseed(ung)";19,7700005
"2339";"CLZ";"rapeseed(ung)";18,9899998
"2340";"ANF";"animal feed";55,2535286
"2341";"CLZ";"rapeseed(ung)";18,1399994
"2342";"PEE";"maïs wp";7,48
"2343";"ANF";"animal feed";56,4672165
"2345";"TTS";"soya meal";54,2955322
"2346";"FFS";"full fat soya";41,277668
"2347";"MPW";"milk powder & whey";38,5119362
"2348";"CNG";"corn gluten";65,0300217
"2349";"FFS";"full fat soya";39,8495903
"2350";"CNG";"corn gluten";66,1756439
"2351";"FFS";"full fat soya";38,1975517
"2352";"TTS";"soya meal";51,9230766
"2353";"SFG";"sun flower seed(gr)";15,8425322
"2355";"TTS";"soya meal";54,3252602
"2356";"CNG";"corn gluten";73,2995605
"2357";"PEE";"maïs wp";8,3999996
"2358";"EHH";"grass silage";18,7099991
"2359";"CNG";"corn gluten";68,560173
"2360";"SFG";"sun flower seed(gr)";17,6411171
"2361";"FRG";"wheat (ung)";13,6999998
"2362";"CNG";"corn gluten";64,9086304
"2363";"TTS";"soya meal";51,9863815
"2364";"MPW";"milk powder & whey";37,4955025
"2365";"CNG";"corn gluten";69,4841843
"2366";"CLZ";"rapeseed(ung)";20,1799984
"2367";"EHH";"grass silage";13,3184004
"2368";"TTS";"soya meal";53,0011292
"2369";"MPW";"milk powder & whey";6,3829389
"2370";"MPW";"milk powder & whey";36,8709984
"2371";"TTS";"soya meal";52,6255722
"2372";"TTS";"soya meal";55,8620682
"2373";"FRG";"wheat (ung)";10,5600004
"2374";"PEE";"maïs wp";8,1599998
"2375";"CNG";"corn gluten";68,8516769
"2376";"EHH";"grass silage";15,3999996
"2377";"MPW";"milk powder & whey";17,1236458
"2378";"SFG";"sun flower seed(gr)";12,3074665
"2379";"TTS";"soya meal";53,0542984
"2380";"PEE";"maïs wp";7,5
"2381";"PEE";"maïs wp";8
"2382";"CLZ";"rapeseed(ung)";24,9300003
"2383";"FFS";"full fat soya";38,4957466
"2384";"FFS";"full fat soya";40,4525032
"2385";"ANF";"animal feed";50,9818039
"2386";"MPW";"milk powder & whey";26,2723484
"2387";"FFS";"full fat soya";40,3394127
"2388";"ANF";"animal feed";48,7603149
"2389";"TTS";"soya meal";49,4949493
"2390";"CLZ";"rapeseed(ung)";19,5799999
"2392";"MPW";"milk powder & whey";15,0275698
"2393";"TTS";"soya meal";50,4504471
"2394";"PEE";"maïs wp";7,4899998
"2395";"SFG";"sun flower seed(gr)";12,591239
"2396";"FFS";"full fat soya";40,6374969
"2397";"CNG";"corn gluten";68,5114288
"2398";"CNG";"corn gluten";65,1448288
"2399";"SFG";"sun flower seed(gr)";17,9720192
"2400";"EHH";"grass silage";19,2756157
"2401";"MPW";"milk powder & whey";35,6701393
"2402";"FRG";"wheat (ung)";13,7299995
"2403";"EHH";"grass silage";11,7299995
"2404";"FFS";"full fat soya";40,5055161
"2405";"TTS";"soya meal";52,3699417
"2406";"CLZ";"rapeseed(ung)";18,3700008
"2407";"ANF";"animal feed";50,1517487
"2408";"FFS";"full fat soya";39,3915329
"2409";"CNG";"corn gluten";66,2584
"2411";"MPW";"milk powder & whey";15,3817844
"2412";"FRG";"wheat (ung)";10,4200001
"2413";"EHH";"grass silage";8,8699999
"2414";"MPW";"milk powder & whey";5,8851223
"2416";"FRG";"wheat (ung)";12,0570002
"2417";"MPW";"milk powder & whey";10,9007492
"2418";"PEE";"maïs wp";7,1999998
"2419";"CNG";"corn gluten";74,5713272
"2420";"TTS";"soya meal";50,7445564
"2422";"PEE";"maïs wp";6,9499998
"2423";"CLZ";"rapeseed(ung)";15,3000002
"2424";"SFG";"sun flower seed(gr)";20,4923706
"2425";"PEE";"maïs wp";10,2999992
"2426";"TTS";"soya meal";52,9076424
"2427";"PEE";"maïs wp";8,3699999
"2428";"TTS";"soya meal";49,4382019
"2429";"MPW";"milk powder & whey";36,5566368
"2430";"EHH";"grass silage";15,3400002
"2431";"FRG";"wheat (ung)";12,8800001
"2432";"FRG";"wheat (ung)";12,6099997
"2433";"EHH";"grass silage";12,1199999
"2434";"ANF";"animal feed";54,6389198
"2435";"TTS";"soya meal";54,9828148
"2436";"CNG";"corn gluten";66,3763809
"2438";"EHH";"grass silage";26,2299995
"2439";"ANF";"animal feed";55,7785339
"2440";"MPW";"milk powder & whey";38,3822098
"2441";"CLZ";"rapeseed(ung)";24,9659729
"2444";"ANF";"animal feed";59,5985069
"2445";"ANF";"animal feed";52,7246284
"2446";"FRG";"wheat (ung)";12,6499996
"2447";"ANF";"animal feed";46,2947311
"2448";"FFS";"full fat soya";41,600872
"2449";"EHH";"grass silage";8,1000004
"2450";"CLZ";"rapeseed(ung)";26,9596291
"2451";"FFS";"full fat soya";41,275074
"2452";"FRG";"wheat (ung)";13,8999996
"2453";"FRG";"wheat (ung)";13,1999998
"2454";"CLZ";"rapeseed(ung)";23,0400009
"2455";"EHH";"grass silage";16,2900009
"2456";"MPW";"milk powder & whey";40,899498
"2457";"CNG";"corn gluten";63,475235
"2458";"CLZ";"rapeseed(ung)";20,3799992
"2459";"CLZ";"rapeseed(ung)";19,6900005
"2460";"PEE";"maïs wp";6,0500002
"2461";"MPW";"milk powder & whey";27,7158794
"2462";"TTS";"soya meal";53,9160042
"2463";"EHH";"grass silage";9,3644667
"2464";"PEE";"maïs wp";8,6099997
"2465";"SFG";"sun flower seed(gr)";13,7648859
"2466";"TTS";"soya meal";52,4193535
"2467";"CNG";"corn gluten";66,5644379
"2468";"CNG";"corn gluten";65,6843872
"2469";"CLZ";"rapeseed(ung)";22,7657719
"2470";"CNG";"corn gluten";65,3806381
"2471";"MPW";"milk powder & whey";38,166172
"2472";"PEE";"maïs wp";7,8600001
"2473";"FRG";"wheat (ung)";11,3699999
"2474";"PEE";"maïs wp";8,1400003
"2475";"FRG";"wheat (ung)";10,1400003
"2476";"MPW";"milk powder & whey";24,7280197
"2477";"FRG";"wheat (ung)";11,9099998
"2478";"TTS";"soya meal";52,8064117
"2479";"CLZ";"rapeseed(ung)";23,1499996
"2480";"CLZ";"rapeseed(ung)";17,4400005
"2481";"ANF";"animal feed";55,1041069
"2482";"CNG";"corn gluten";64,954071
"2484";"PEE";"maïs wp";7,0100002
"2485";"FFS";"full fat soya";40,3489952
"2486";"MPW";"milk powder & whey";27,8540287
"2487";"TTS";"soya meal";53,0612259
"2488";"CLZ";"rapeseed(ung)";19,2800007
"2489";"ANF";"animal feed";48,7093315
"2490";"SFG";"sun flower seed(gr)";19,2294235
"2491";"FRG";"wheat (ung)";14,3699999
"2492";"FRG";"wheat (ung)";11,5699997
"2493";"CNG";"corn gluten";69,1981506
"2494";"CNG";"corn gluten";67,3647079
"2495";"MPW";"milk powder & whey";38,1260719
"2496";"FRG";"wheat (ung)";12,3000002
"2498";"CLZ";"rapeseed(ung)";21,3899994
"2499";"CNG";"corn gluten";69,1897888
"2500";"FFS";"full fat soya";39,43396
"2501";"MPW";"milk powder & whey";22,6869411
"2502";"TTS";"soya meal";56,4719353
"2503";"CLZ";"rapeseed(ung)";22,2399998
"2504";"PEE";"maïs wp";7
"2505";"CLZ";"rapeseed(ung)";21,6800003
"2506";"FRG";"wheat (ung)";10,6000004
"2507";"CNG";"corn gluten";68,092308
"2508";"FFS";"full fat soya";43,7411613
"2509";"CLZ";"rapeseed(ung)";25,7999992
"2510";"MPW";"milk powder & whey";16,2420254
"2511";"CNG";"corn gluten";64,8414688
"2512";"EHH";"grass silage";22,6399994
"2513";"CLZ";"rapeseed(ung)";17,6499996
"2515";"CLZ";"rapeseed(ung)";19,4599991
"2516";"TTS";"soya meal";54,9041748
"2517";"TTS";"soya meal";54,0137634
"2518";"CLZ";"rapeseed(ung)";24,2299995
"2519";"SFG";"sun flower seed(gr)";13,0211363
"2520";"CNG";"corn gluten";68,8401413
"2522";"TTS";"soya meal";56,1282921
"2523";"ANF";"animal feed";49,9844398
"2524";"FFS";"full fat soya";41,553669
"2525";"MPW";"milk powder & whey";12,4352932
"2526";"MPW";"milk powder & whey";37,4240379
"2527";"EHH";"grass silage";12,71
"2528";"CLZ";"rapeseed(ung)";16,8799992
"2529";"PEE";"maïs wp";9,3699999
"2530";"CLZ";"rapeseed(ung)";32,2099991
"2531";"SFG";"sun flower seed(gr)";19,8114376
"2532";"CLZ";"rapeseed(ung)";19,6749001
"2533";"PEE";"maïs wp";9,3400002
"2534";"FRG";"wheat (ung)";8,04
"2535";"CNG";"corn gluten";64,2227859
"2536";"FFS";"full fat soya";39,8267555
"2537";"EHH";"grass silage";14,0200005
"2538";"EHH";"grass silage";19,7199993
"2539";"FRG";"wheat (ung)";12,4200001
"2540";"SFG";"sun flower seed(gr)";18,5644035
"2541";"PEE";"maïs wp";8,7299995
"2542";"CNG";"corn gluten";71,1584015
"2543";"CLZ";"rapeseed(ung)";20,2799988
"2544";"CLZ";"rapeseed(ung)";19,5099983
"2545";"TTS";"soya meal";53,8728333
"2546";"FRG";"wheat (ung)";11,4300003
"2547";"ANF";"animal feed";54,0353279
"2548";"FRG";"wheat (ung)";12,8199997
"2549";"TTS";"soya meal";49,6080627
"2550";"FRG";"wheat (ung)";13,5067997
"2551";"SFG";"sun flower seed(gr)";15,3100538
"2552";"MPW";"milk powder & whey";27,7717896
"2553";"FRG";"wheat (ung)";11,6999998
"2554";"CNG";"corn gluten";70,1165695
"2556";"TTS";"soya meal";51,0807724
"2557";"ANF";"animal feed";56,4087677
"2558";"CNG";"corn gluten";64,8850327
"2559";"FRG";"wheat (ung)";11,1999998
"2560";"FRG";"wheat (ung)";12,1700001
"2561";"PEE";"maïs wp";7,02
"2562";"ANF";"animal feed";51,994812
"2563";"PEE";"maïs wp";8,1999998
"2564";"ANF";"animal feed";51,0371628
"2565";"TTS";"soya meal";53,415451
"2566";"EHH";"grass silage";18,2299995
"2567";"MPW";"milk powder & whey";28,1908913
"2568";"FFS";"full fat soya";38,9067841
"2569";"FRG";"wheat (ung)";11,9280005
"2570";"EHH";"grass silage";18,6599998
"2571";"CLZ";"rapeseed(ung)";23,7399998
"2572";"PEE";"maïs wp";8,3599997
"2573";"CNG";"corn gluten";63,9841766
"2574";"PEE";"maïs wp";8,3074989
"2575";"EHH";"grass silage";11,8999996
"2576";"TTS";"soya meal";53,6585388
"2577";"MPW";"milk powder & whey";13,3308678
"2578";"FFS";"full fat soya";39,446022
"2579";"CNG";"corn gluten";70,098053
"2580";"MPW";"milk powder & whey";34,8397484
"2581";"TTS";"soya meal";55,311779
"2582";"PEE";"maïs wp";9,5
"2583";"FFS";"full fat soya";40,4913979
"2584";"FRG";"wheat (ung)";10,5100002
"2585";"ANF";"animal feed";45,9371223
"2586";"TTS";"soya meal";53,485714
"2587";"SFG";"sun flower seed(gr)";18,9266415
"2588";"CNG";"corn gluten";69,8175278
